label	message
ham	x course it yrs just so her messages on messenger lik you r sending me
ham	youve already got a flaky parent itsnot supposed to be the childs job to support the parentnot until theyre the ride age anyway im supposed to be there to support you and now ive hurt you unintentional but hurt nonetheless
ham	partys at my place at usf no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more
ham	no let me do the math your not good at it
ham	wat time do u wan meet me later
spam	u have won a nokia plus a free digital camera this is what u get when u win our free auction to take part send nokia to now poboxtcrw
ham	hows it going got any exciting karaoke type activities planned im debating whether to play football this eve feeling lazy though
spam	you have new voicemail please call
spam	latest nokia mobile or ipod mp player proze guaranteed reply with win to now norcorp ltdmtmsgrcvd
ham	ffffffffff alright no way i can meet up with you sooner
ham	tessypls do me a favor pls convey my birthday wishes to nimyapls dnt forget it today is her birthday shijas
ham	come aftr ltdecimalgt now i m cleaning the house
ham	hello they are going to the village pub at so either come here or there accordingly ok
ham	what do u want when i come backa beautiful necklace as a token of my heart for youthats what i will give but only to my wife of my likingbe that and seeno one can give you thatdont call mei will wait till i come
ham	dunno cos i was v late n when i reach they inside already but we ate spageddies lor its e gals who r laughing at me lor
ham	hitechnical supportproviding assistance to us customer through call and email
ham	ugh i dont wanna get out of bed its so warm
spam	had your mobile months or more u r entitled to update to the latest colour mobiles with camera for free call the mobile update co free on
ham	all write or wat
ham	she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a caken my wife
ham	okay we wait ah
spam	someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline poboxntfp
spam	dont b floppy b snappy happy only gay chat service with photo upload call pmin stop our texts call
ham	u free on sat rite u wan watch infernal affairs wif me n darren n mayb xy
spam	u have a secret admirer reveal who thinks u r so special call to opt out reply reveal stop per msg recd cust care
ham	s but not able to sleep
ham	no no i will check all rooms befor activities
ham	thanx sending me home
spam	congrats year special cinema pass for is yours call now c suprman v matrix starwars etc all free bxipwe pm dont miss out
ham	mm feeling sleepy today itself i shall get that dear
ham	lol wtf random btw is that your lunch break
ham	asking do u knw them or nt may be ur frnds or classmates
ham	rajipls do me a favour pls convey my birthday wishes to nimya pls today is her birthday
ham	were done
ham	are you available for soiree on june rd
ham	sounds like there could be a lot of time spent in that chastity device boy grins or take your beatings like a good dog going to lounge in a nice long bath now
ham	eat at old airport road but now oredi got a lot of pple
ham	pls give her the food preferably pap very slowly with loads of sugar you can take up to an hour to give it and then some water very very slowly
ham	as i entered my cabin my pa said happy bday boss i felt special she askd me lunch after lunch she invited me to her apartment we went there
ham	call me when you get the chance plz lt
ham	we know taj mahal as symbol of love but the other lesser known facts mumtaz was shahjahans th wife out of his wifes shahjahan killed mumtazs husband to marry her mumtaz died in her ltgt th delivery he then married mumtazs sister question arises where the hell is the love the great hari
ham	do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams
ham	hmmm i thought we said hours slave not you are late how should i punish you
ham	wait thats still not all that clear were you not sure about me being sarcastic or that thats why x doesnt want to live with us
ham	message from i am at truro hospital on ext you can phone me here as i have a phone by my side
ham	yep the great loxahatchee xmas tree burning of ltgt starts in an hour
ham	hi happy new year i dont mean to intrude but can you pls let me know how much tuition you paid last semester and how much this semester is thanks
spam	urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim c validhrs only
ham	lol i was gonna last month i cashed some in but i left ltgt just in case i was collecting more during the week cause they announced it on the blog
ham	cheers for the card is it that time of year already
ham	u say leh of course nothing happen lar not say v romantic jus a bit only lor i thk e nite scenery not so nice leh
ham	hello darlin ive finished college now so txt me when u finish if u can love kate xxx
spam	freeringtone reply real or poly eg real pushbutton dontcha babygoodbye golddigger webeburnin st tone free and more when u join for wk
ham	i will treasure every moment we spend together
spam	someonone you know is trying to contact you via our dating service to find out who it could be call from your mobile or landline boxskch
ham	you want to go
spam	urgent your mobile no was awarded bonus caller prize on this is our final try to contact u call from landline boxwrc ppm
ham	lol i would but my mom would have a fit and tell the whole family how crazy and terrible i am
spam	free st week entry textpod a chance win gb ipod or cash every wk txt pod to tscs wwwtextpodnet custcare
ham	just gettin a bit arty with my collages at the mo well tryin ne way got a roast in a min lovely i shall enjoy that
ham	prabhaim sorydarealyfrm heart im sory
ham	im home
ham	i think your mentor is but not percent sure
ham	i got to video tape pple type in message lor u so free wan help me hee cos i noe u wan watch infernal affairs so ask u along asking shuhui oso
ham	carry on not disturbing both of you
